group_symbol,0,1,2,3,4,5,6,7,8,9,10,comp
P6mm,-1.7875943184,-1.67666859625,-1.5000997543,-0.9307983398399998,-0.5897222518599997,-0.45795154574999986,0.14515590668000025,0.22717273233000027,0.8257310867400003,1.1483487129000003,2.8140859604,Cu3O7Y1Ba2
Pm,-0.8406219481999999,-0.6967822075100003,-0.3089372158199998,-0.22453618051999974,-0.0834022998399999,0.4735056162,0.6761837005600001,0.9280205726600005,1.0626753807000004,1.2698440552100003,1.8350920677000002,Cu3O7Y1Ba2
Pmm2,-1.6112756728999997,-1.3967051982899998,-0.8911624908199998,-0.7821690559699997,-0.52126893998,0.05042421820000009,0.25432291034000076,0.8128896474800001,1.4542428016400002,2.8932072162700004,3.5317249298,Cu3O7Y1Ba2
Pmmm,-0.973177433,-0.35655317304999967,-0.2242353915999999,-0.0988718509699997,0.048685550660000056,0.10877931120000017,0.15511498452000028,0.5311351537900003,0.8971210003200003,1.7295040607100003,2.5987610817,Cu3O7Y1Ba2
Amm2,-13.3210873604,-3.13755302432,0.8533594131400029,4.37995729445,6.30841741562,7.73795938495,9.70199155808,10.782264041890002,12.067297649399999,12.91214971543,14.708461284599998,Xe2F8
C2,-4.1835165024,-3.10612540242,-1.9177756309600005,-0.7872643470799998,0.5400127411000001,2.35297441485,3.5332148551800007,5.472137355790002,8.62466840748,10.74813203814001,14.7444205284,Xe2F8
C2/m,-34.360476016999996,-4.748923778530001,-3.8423754691800003,-2.7119762897399995,-1.4655418396,-0.22052049635000026,1.115184593240001,3.7224476814100043,6.656572246520001,9.696712589310005,14.669919490799998,Xe2F8
C222,-174.6444001198,-4.4716472626,-3.7787837982,-2.8338084220999993,-1.5480494499000002,-0.1348600388000003,1.213668823200002,2.2179584503000003,5.867797374699999,11.5165419579,14.655940532699997,Xe2F8
Cm,-0.2638626099000003,1.4641971587999993,3.037545681,6.083142757400001,7.475005626699999,8.171990871399998,9.877070903800002,11.1537947655,13.456899166099998,14.098086834,14.812638759599999,Xe2F8
Cmm2,-46.292002201100004,-3.9074422359700005,-3.4187529564,-2.3601774692499995,1.0850509643200001,2.24714374545,2.96048116682,3.6463633537,6.2702235222,10.75254392622,14.7958750725,Xe2F8
Cmmm,-32.9735131264,-5.05718898774,-3.5652039527799997,-2.36279888156,-1.43612804416,-0.2689571381000002,0.4064252853199996,3.9440707206799996,5.58247365956,9.259943675959999,14.483809947999998,Xe2F8
I-4,-678.2932343483,-5.279931163820001,-4.196208477020001,-2.79496502875,-1.7865408897600001,-0.7910380363000002,1.6125396728600023,4.358715534190001,6.600098323800001,8.629870510100005,14.667069911999999,Xe2F8
I-42m,-40.1162896156,-3.96379776002,-2.91300363542,-1.3887703895599999,0.818996810880001,1.9514245986999996,3.7205481528799993,4.713156414,7.740183162680003,11.666605854049998,14.559018611899997,Xe2F8
I-43m,-8.1149172783,-5.8612860441,-4.666010093700001,-3.93826532359,-3.5229269981400004,-3.1849591732,-3.0325636864,-2.8638522625099996,-1.964175224299998,1.6977925300500032,13.708478450799998,Xe2F8
I-4m2,-2372.7149262428,-5.53616218566,-3.93123703004,-1.7736442565999986,0.17188110348000096,1.9981098174999996,3.781322383880006,5.389113903040001,7.559461116780002,9.69223012926,14.2875418663,Xe2F8
I222,-1513.1308197975,-6.24581365589,-4.01118001936,-2.45895218845,0.40882644650000044,1.6747221946999997,2.63157863618,5.8683413505700015,9.095607662180003,12.76807470318,14.6737570763,Xe2F8
I23,-7.2746334076,-6.82564716338,-6.03787097932,-4.9587938308799995,-4.207000732440001,-3.4546513557000003,-3.15153913494,-2.9316798210400004,-2.6209265709,-1.2771233558600001,10.6865038872,Xe2F8
I4,-594.4154877663,-125.06187524794996,-4.796170902239999,-3.4154158115700004,-2.703802394839999,-0.9402647018500003,0.0680660247600018,2.2057239532099997,6.200888347640001,11.411717700979999,14.413705348999997,Xe2F8
I4/m,-133.9289765358,-4.75806202891,-3.4173117637800003,-2.46690540317,-1.1620885848799996,1.5447897910999995,2.65458049774,5.0524703026000015,6.759196758280001,9.115183162700001,13.871366024,Xe2F8
I4/mmm,-53.8856873512,-5.08272924426,-4.09137439726,-3.0025618553399998,-1.48594264982,-0.4804973602000002,3.0260291100000005,6.239841747260004,9.576660060860002,12.6559725761,14.864438533799998,Xe2F8
I422,-59.2332940102,-5.90370361803,-3.5411660194400003,-2.805525445929999,-1.9098081588399998,-0.8584246635500001,0.7697248458600011,2.343911552440001,5.095521068580002,9.044654750839998,14.814013958,Xe2F8
I432,-17.4812932014,-6.46156020165,-5.53040275574,-4.8664125919400005,-4.526114463780001,-4.2362806797,-4.00154523848,-2.98555774686,-1.561124038719996,7.1675868034800025,12.234429836299999,Xe2F8
I4mm,-301.3996186256,-10.011941719080001,-8.63105201722,-4.97412738802,-4.7569046020200005,-1.1580734253000005,1.2377485275200013,3.804102230080001,5.627115917180005,8.1181715965,13.8733839989,Xe2F8
Im-3,-18.6836285591,-6.30479097368,-5.20819358828,-4.8175873756400005,-4.35088806152,-3.9949040413000003,-3.75115308758,-2.90008754734,0.3614253997599952,10.11700391772,14.612859249099998,Xe2F8
Im-3m,-13.6485505104,-6.3465962648100005,-5.21075477598,-4.65419912336,-4.39082012178,-4.016817569700001,-3.82793016432,-3.1894886017,-0.19116573330000763,7.209174251540001,14.581164836899998,Xe2F8
Imm2,-6.573129892300001,-5.701853990560001,-4.753546714780001,-2.9883381843600003,-1.2838294983199985,0.6950302123999998,3.1728583336000007,5.91576375958,7.5847792625400015,9.717454814900002,14.803521633199999,Xe2F8
Immm,-129.89927530289998,-5.41490287784,-5.2541425705,-4.851384449,-4.24801826472,-1.8597631454,-0.47674865719999804,1.6574003219600026,5.6102828025600004,10.436642360679999,14.0711531639,Xe2F8
P-1,-394.10774850850004,-1.6495775223000002,-0.5212787627999999,0.07504730221999983,1.04140796666,1.8521947861,2.9310523986800003,3.8629084586800007,6.031378459940001,9.599131298080001,14.180158138299998,Xe2F8
P-3,-1000.9712128639,-69.91325235363996,-5.84414772984,-3.75361146926,-2.96087627414,-0.6328372954999999,0.4335126876800008,2.9086659431400026,5.84596204758,10.39423665998,14.6390795708,Xe2F8
P-31c,-443.2616486549,-5.4589295387200005,-4.285586929280001,-2.95830545428,-2.1001551628,-1.4974231720000004,-0.5023164748799979,1.0090183258000005,4.566013240780001,8.824944972980001,14.599875927,Xe2F8
P-31m,-1463.2034516335,-36.486884784660006,-4.94666194918,-4.38197264673,-3.7024789810000005,-2.6738536358000005,2.031576347340006,5.5495106697,7.8672720909399985,9.743487072010002,14.7724204063,Xe2F8
P-3c1,-32.6490731239,-2.7705815315200004,-1.9379174232200003,-1.8239636420799996,-1.36808862686,-0.6496410370000003,1.5058803558400022,3.0309311866800046,5.623154735560001,10.869898128500003,14.2802519798,Xe2F8
P-3m1,-34.2935795784,-5.876497387920001,-5.157724189740001,-4.723242664360001,-4.19466867444,-2.7458324432500003,-1.7346847534399987,1.6114332199299997,4.82164602284,8.814433765410001,13.236064434099998,Xe2F8
P-4,-511.8888764381,-102.28309106824001,-3.8391119003400003,-1.8085999011899994,-0.48731956484000083,0.9989323615999997,3.9756686210400036,5.70200128554,9.049426555599998,12.583964443209998,14.8163771629,Xe2F8
P-421c,-830.4262909889,-1.69305872918,0.3687166213999998,1.0753238677999997,1.62526187898,2.3835778235999996,4.3162707329000005,7.069954204580001,8.8046122551,10.87781763077,14.735164165499999,Xe2F8
P-421m,-10522.0935883522,-25.07346162793998,-3.83972005846,-2.4599140166799995,0.10448417668000129,2.891471386,4.240225887319999,5.2456141472199995,7.159827327700005,10.505931758900003,14.845687389399998,Xe2F8
P-42c,-605.1007294655,-8.48565807342,-4.9163724899600005,-3.6290807724199983,-1.7465266228000005,-0.14904403690000034,0.4943613051999996,1.8956981658600003,6.988176250479999,11.7957720757,13.670588970199997,Xe2F8
P-42m,-447.76329660420004,-6.558980226500001,-2.9633035660000004,-0.6376686095999995,1.2618703841999999,2.4251718520999996,3.9267935753000005,4.79839658735,6.1343550682000005,9.868653774299998,14.615533351899998,Xe2F8
P-43m,-7.0488169193,-5.98032531736,-5.4370153427200005,-4.429782009169999,-3.4830054282800003,-3.2193627357500003,-2.9957386970399997,-2.5382934093400005,-1.2817304611199996,1.8463066101300007,14.423854351,Xe2F8
P-43n,-7.1341431141000005,-6.79455013273,-6.15275330544,-5.5532622814299994,-4.46236791608,-3.93930315975,-3.5963866233599977,-3.10283250808,-2.7717644691200003,-2.5217901706700006,14.027366161299998,Xe2F8
P-4b2,-43.059324741400005,-4.08960199353,-2.42838602062,-0.8078914641999995,0.5832382202599999,1.4044599532999995,2.85177679064,5.27390108106,7.507581615440002,10.823006153099998,14.7658038139,Xe2F8
P-4c2,-6.1974768639,-5.5277515173000005,-2.68764410018,-1.693864774709999,-0.6846359252600005,1.5064606666499998,3.376676082620003,5.043165493010004,8.31922597882,12.927106761939998,14.8834395409,Xe2F8
P-4m2,-532.961081028,-23.95057458873998,-1.5707184791399995,0.26803760527999976,2.34748268132,5.0297942162,7.380594539639999,8.302131557500001,9.78400411608,12.324985027339999,14.070113658899999,Xe2F8
P-4n2,-99.59565591810001,-4.0220216751199995,-1.42921991348,-0.4023870468200001,0.6229663849200001,1.8948764800999998,3.5982882499800004,5.278287410780002,7.994587993660004,10.709343624099999,14.6377768517,Xe2F8
P-6,-945.4598603249,-5.2811164140799995,-3.5435196876800004,-2.2242337704000006,-0.9283594131599996,0.34989261624999957,2.211618232720001,4.384955883040007,7.700617885640001,11.084380435910006,14.247022152,Xe2F8
P-62c,-6.6179096699,-4.54733662604,-3.82002887726,-3.37715392115,-2.9380073547200003,-2.0826611519000005,-1.0943151474399955,0.027024745960000485,2.3309175491200005,4.743245601629999,11.2415308952,Xe2F8
P-62m,-11379.7967133522,-5.1979494094800005,-3.536599731419999,-2.06364746096,-0.5734668732000002,0.6712665557999999,1.58303909298,3.68591718672,6.4166918754400015,11.381637096399997,14.7890677452,Xe2F8
P-6c2,-6.405539512600001,-4.693099737200001,-2.5056529045,-0.8411726951499999,0.9188766479999995,2.2546586990499997,4.004212856300001,5.7467932701,8.187823772399998,10.41428232195,13.9649252892,Xe2F8
P-6m2,-1012.5039277077,-5.12444725033,-3.2435575484800006,-1.6887420177499999,-0.819635772680001,1.8779811858999995,4.798807430240007,7.3054656029,9.368349742899996,11.56415777203,14.654374599499999,Xe2F8
P2,-203.1611390114,-2.64073662758,-0.57147102358,1.1339366913000057,6.655792140960001,7.709479808799999,8.921480464960005,10.1568144798,12.296856212620002,13.387839603389997,14.803334712999998,Xe2F8
P2/c,-6.1807327270000005,-5.77855432031,-4.39734401704,-3.02399072649,-1.3433830260999995,0.011319160499999814,1.9436988831000002,2.9178029537299994,5.067323970820005,7.912968158699999,13.489205837299998,Xe2F8
P2/m,-2596.1548676491,-1007.5008515357799,-120.09191446305996,-2.3919538497999953,1.9502920150600005,4.163156032599999,4.9312670708,7.73361387252,8.90882139206,11.191627025599999,13.9957022667,Xe2F8
P21,-294.06154489520003,-21.0337044716,-5.04649257662,-4.91785488132,-2.1565425872999997,0.7142076491999996,4.447924709360002,7.076763439220005,10.1308211327,12.559874630020001,14.710721492799998,Xe2F8
P21/c,-6.5591070652,-5.52847349645,-5.1206936836,-4.679310321799999,-3.8910608292,-3.34685373305,-1.6380586624,0.4244728088500007,5.2675700188,8.26557302475,14.8578543663,Xe2F8
P21/m,-321.73091745380003,-3.3241769790799998,-1.7789945602400001,0.7360265731599998,2.4581912994199997,3.8535532951,5.74223432544,8.21424703594,10.88407125472,13.0032729149,14.6919512749,Xe2F8
P21212,-491.7308869362,-4.98803277014,-4.873980712880001,-4.49919672014,-3.7065671921,-3.3783664703500005,-1.85392665864,-0.1644412994099988,8.50275259022,11.921939754489998,14.8384623528,Xe2F8
P222,-2034.6260590553,-214.5823792457599,-1.2019084930400001,-0.045818328860000306,0.9983360290600007,3.3253703117500004,5.029701519040001,7.16430616382,9.15808401108,10.94450902939,14.814313411699999,Xe2F8
P2221,-1088.4964203835,-6.002796888300001,-5.4155933857,-2.7018322945000004,-1.7725763321000003,-0.2792882919000004,1.4458961487000035,2.8526840210000004,4.1049208640999995,10.286653041800001,14.7529120445,Xe2F8
P23,-6.9022343159,-5.6296708107,-4.89478301998,-4.43016080852,-3.6458202362,-3.3002386093,-2.97917432788,-2.7417221068999997,-2.19974584582,0.8194438934399991,8.0602221489,Xe2F8
P3,-565.8717865944,-181.75776910780002,-5.817726850500001,-5.36204588415,-1.8518261909000002,1.2931919097999995,2.0096912384000003,4.976040363350003,8.562970638300001,10.7261452675,13.659017085999999,Xe2F8
P312,-9402.0545258522,-7.167643928529999,-3.3449220657400005,-1.2869382858399991,1.1801101684599997,3.4535574913,4.5487429619,6.03492383957,9.764256191280001,12.136988353760001,14.307477474199999,Xe2F8
P31c,-122.10719156260001,-8.475270009019999,-5.884346532839998,-1.63579697606,-0.17078113557999974,1.2849841117999996,2.5623347282200073,5.414941120170002,7.309414959,11.781331539119998,14.611669063599997,Xe2F8
P31m,-57.6459412575,-5.30675101284,-4.4773816109,-2.7988192558000002,-2.07570037842,-1.4420042038000003,4.398190212260006,7.9923441887,9.513358592960001,11.4241110802,14.4361624718,Xe2F8
P321,-314.2957062721,-4.022699165340001,-1.9614553451599999,-0.5019300460799998,0.5645341873399998,2.2535820007,4.446371746080003,6.765478420239999,9.743673610700002,11.83540983198,14.738008022299997,Xe2F8
P3c1,-25.3227391243,-6.192356157290001,-3.3937808990400002,-0.19473733901999973,1.4538143157799994,2.2415299415999996,4.44505033492,6.1740004539600015,8.5064959526,11.74607667919,14.252751827199997,Xe2F8
P3m1,-5.6741900444,-5.23006153102,-4.843172168720001,-4.4765423774999995,-3.9733964919800004,-3.2134599686000005,-2.5368376731599938,-1.11605606078,3.7316878318400035,7.3631201743800005,14.0219817162,Xe2F8
P4,-130.7782654762,-44.402326679249995,-6.16033587454,-2.732156801179997,1.040685272220001,3.623979091649999,5.053982830020003,8.103688716900002,9.70297918322,11.393894481659999,14.5348334312,Xe2F8
P4/m,-1425.2327485085,-256.44820261,-4.70836515424,-3.13067502976,-0.8669036865200002,0.2304372787999993,1.970028495780002,5.595086193080009,8.362956905359999,10.6845305443,14.806378841399997,Xe2F8
P4/mbm,-7.9360952377,-4.81915326118,-3.52933616634,-2.45793867107,-1.5756829261799998,0.20121192929999943,1.2700202941600016,3.0506014824200003,5.648636531820003,9.88823633192,14.7388968468,Xe2F8
P4/mcc,-76.9165482521,-6.238809299460001,-5.567544269600001,-4.45506505962,-3.267191982259998,-2.1494512558000003,-0.28103866577999725,2.746387004840001,6.131823253620005,9.444501018540002,14.881272792799997,Xe2F8
P4/mmm,-27.582478046400002,-4.57291250228,-1.1251850128,0.3853904723999996,2.44294338228,4.1541666985,5.0814116478199995,6.3261679649600016,8.186925792720002,9.823765087120002,13.7934241295,Xe2F8
P4/mnc,-118.3270325661,-6.029242157950001,-3.8133921623000004,-2.1379218101499995,-0.09597206120000035,0.6853499412499997,2.9989123344000057,7.0884842872500045,8.6206183434,12.014835834499998,14.8807883263,Xe2F8
P4/n,-267.59084177020003,-8.70902748108,-6.00675582886,-2.9029731750199996,1.7398382187400065,3.5563502312000006,5.451609325420001,6.293949031820001,8.832339382200002,11.21431074142,14.5856146812,Xe2F8
P4/nbm,-980.4447236061,-5.27251813409,-3.0519937515199995,-1.68670678134,0.12967834476000017,1.8506860733,4.71069364548,6.35813856123,9.167222499840005,12.048963069949997,14.736140727999999,Xe2F8
P4/nmm,-1671.4529633522,-7.1562929153,-4.282584190400001,-3.2719182967999987,2.6086978911999994,3.4862017631999995,5.883430004100003,8.110763073000003,9.4484648705,13.4781680107,14.4898505211,Xe2F8
P4/nnc,-311.0519928932,-5.6084983825800006,-3.8915855408000004,-2.58048486708,-1.2149442672400004,0.8511009215999996,1.9943014145200002,4.044520854980002,6.6319182396200045,11.239634990660004,14.749907970399999,Xe2F8
P42,-1.8809695244000002,-1.0627508163200008,-0.14506244658000003,1.3641962050999996,2.96443309788,4.5781779289,6.098571682,7.1562842368999995,9.33924932478,12.436313152319999,14.840613842,Xe2F8
P42/m,-18.3455986977,-4.419719219200001,-2.3533153534,-0.7716455459499999,0.5019826889000001,1.7999725341499997,3.5537219047999997,4.967565059700001,8.6575636864,12.8213028908,14.7232546806,Xe2F8
P42/mcm,-48.5289444923,-4.7725642204000005,-3.27640590668,-1.2166328430200002,1.1071306228399997,2.5327405929999998,4.838696956640003,6.87739019394,8.80853376386,10.702244853979998,12.949689388299998,Xe2F8
P42/mmc,-2480.8433442116,-5.76903519634,-4.289972496040001,-2.8449996948399994,-1.0232809066400004,1.1470255851999998,2.9826460838,5.387267780310004,7.856163310980001,10.341576480910001,14.750880718199998,Xe2F8
P42/mnm,-52.0040078163,-5.47940804961,-4.11326084134,-2.15049386021,-0.9162872313999997,1.0164713859999996,2.3556785583199997,4.400900745390002,5.6404604912,8.290636730169998,14.757520198799998,Xe2F8
P42/n,-105.0029358864,-5.9040755033500005,-4.2531285286000005,-3.24762535095,-1.5030269623000003,0.20087575909999966,2.0991230011,4.239730358149999,6.0095191001999995,9.456976413749999,13.970807552299998,Xe2F8
P42/nmc,-6.9892356396,-4.883109855640001,-3.5872699737800002,-2.61128034587,-1.5525032043600002,0.0468797683999993,2.8272508621000005,4.3174614906,5.892212581640003,9.253912830360001,14.680058956099998,Xe2F8
P42/nnm,-7.6325249672,-5.1793371200800005,-3.2115898132400003,-2.2267299175399997,-1.7362165451400002,-0.6262049675000005,0.9661579132000038,3.441084384950001,6.2299445152600015,8.439515018430003,14.683507442499998,Xe2F8
P4212,-214.00176095959998,-6.264601707419999,-3.7908028602400003,-2.586117744439999,-0.7972780227399989,0.8603487014999995,2.9750727653799998,5.30719060894,6.834616374980003,9.960132122,14.7411398888,Xe2F8
P422,-1921.7631440163,-388.20899820324007,-27.090638065360004,-4.8309645175999965,-1.7704454421800007,2.6706116199499994,4.990577602400003,7.997345447530002,10.152200984999999,11.980259037040005,13.872220516199999,Xe2F8
P42212,-731.1412568092,-4.8353624344,-4.1535902023,-2.9425678252999994,-0.32661819459999997,1.9744524956,3.9009604454000026,6.071450710300001,7.6899008751,9.57774209975,13.960885524799998,Xe2F8
P4222,-5.3419806957,-3.9934020996100004,-2.99264621736,-2.1148757934399995,-0.7208963393999998,0.32536554339999935,1.0797662734999998,2.4395691871299996,5.011352443740002,7.648774433159999,13.8899149895,Xe2F8
P4232,-7.1392748356,-6.10456573964,-4.61178131106,-4.19024772639,-3.79004383084,-2.8201007843,-0.42441883085999654,0.8927652359400027,2.06605110168,6.120001888300012,11.684522152,Xe2F8
P42cm,-444.6900238991,-6.153315782550001,-5.7818832397,-5.34550058845,-2.1758584976,-1.5440604686500004,-0.2560968399000004,1.3501682281500003,4.1579737663000005,7.330925464599999,14.698766231499999,Xe2F8
P42mc,-31.091822147400002,-6.1972515583000005,-6.0079257488,-4.2597560883000005,-1.9265270233000003,-0.04199790950000004,1.1232728957999996,6.298810482000003,9.8597064018,12.421279430399998,14.1960921288,Xe2F8
P42nm,-95.317633152,-6.18545207976,-4.865001487740001,-3.90596218106,-0.6249982833600001,1.0611839293999994,3.2658110618400014,4.87954282762,9.02538824086,11.791709041639999,14.5777335167,Xe2F8
P432,-7.246572971300001,-6.2189908028000005,-5.0966677666,-4.2615709305000005,-3.6184649467000005,-3.3840813637,-2.8975124359,-1.417251110099995,0.21216773989999993,6.2017531395,14.458745479599997,Xe2F8
P4bm,-67.3874077797,-5.09112930298,-4.44764823916,-3.7970949173,-3.3364222526200003,-2.6667866707,-0.05041866301999985,3.2697575569200126,7.0079520226000005,10.42818326952,14.7009882927,Xe2F8
P4cc,-399.7830109596,-4.59744777676,-1.9971257209800002,-0.7411884307799991,2.9971507072399994,5.5819077492,6.86768407824,7.53959150315,10.5016497612,12.328315639519998,14.458014965099999,Xe2F8
P4mm,-7.188927412,-4.86990389821,-1.3341849327000002,-0.08148365019000045,1.9289762496599998,4.4827599525499995,7.85782537458,9.502275753020001,10.916213130940001,13.690290355709998,14.634625911699999,Xe2F8
P4nc,-102.1320023537,-9.18913002013,-6.108378791819998,-4.25956678389,-3.39934387204,-2.3382222652,-0.14795932768000014,2.2408621310800005,5.5636015892,9.668019008620002,14.598866939499999,Xe2F8
P6,-629.5629487038,-3.6674079895000005,-2.6277737617000003,-2.0569455623499997,-0.5491142273000005,0.6139168738999996,2.3135452271,7.053422450999999,10.633550167100001,12.468826770749999,14.872676372499999,Xe2F8
P6/m,-9084.8035492897,-103.83143243788999,-5.61050524712,-3.71531586644,-3.2067464828400003,-2.8567378521,-1.795179653179998,-0.20001497271999502,5.631825161000004,10.310282039639999,13.9745326042,Xe2F8
P6/mcc,-31.0729928017,-6.6729859352,-4.6592665672,-2.9551354408400003,-1.9225130081400004,-0.6598672866999999,1.0587541580000002,2.4053506851400006,4.6445048332,8.307021999340002,14.294431209599999,Xe2F8
P6/mmm,-5147.8240571022,-5.8519208431,-4.87356109618,-3.6898115158199998,-3.2126033783200003,-1.7984852791000003,-0.3410783767799999,1.5475198745600007,5.644346523320003,10.0984492302,14.6328234673,Xe2F8
P622,-6492.8352875709,-107.63330459595966,-2.1391241073800003,-1.3116067409199996,0.8402410507199994,2.46748256685,5.14172239304,6.75406522751,8.965612697620001,11.759682178529998,14.716817378999998,Xe2F8
P63,-42.291235446900004,-6.59602661136,-5.97655639648,-1.031711196929999,0.9067218780799996,2.5204360484999992,4.50901632308,6.37171487811,9.673025035860002,12.688180446590001,14.434768199899999,Xe2F8
P63/m,-21.937731266,-5.69689841272,-5.60603461262,-5.23576807978,-4.3257891655,-0.20741605760000015,1.6350116729400022,4.982500171650001,7.30125188832,10.974622631070007,14.771012783099998,Xe2F8
P63/mcm,-276.250936985,-5.97960190774,-5.0434755325400005,-3.84074859618,-2.66016864778,-1.4055743217,0.13161983492000293,2.09556808472,4.292971324940007,8.20917692182,12.828271388999998,Xe2F8
P63/mmc,-6.8236050606,-5.52692193983,-4.90797061918,-4.39774670598,-3.73457756038,-3.0819854736500005,-1.9209248542599993,0.2845635414300013,3.5115744591,7.0339173317400006,14.404122829399999,Xe2F8
P6322,-1020.4851899147,-6.47649824616,-6.179532194120001,-4.88634452816,-3.3522480010600004,-2.0134322643500004,-0.19443702695999987,2.3678521156200003,6.374818706499999,11.292309474940001,14.392907619499997,Xe2F8
P63cm,-132.0247941017,-4.367290687550001,-0.91671638484,-0.09986610410000027,2.0501817703400005,4.3960251808,6.23099393848,7.57888383869,8.894468975060002,12.622041988389999,14.799462795299998,Xe2F8
P63mc,-5.110686779,-3.12658710484,-2.74971284866,-1.1507839202700003,2.2532842636599995,5.2241072655,7.398754024500005,8.98802061085,9.79702329634,12.19021291734,14.622382640799998,Xe2F8
